Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
473,tt0106079,2015-11-28,2015-11-28,,NYPD Blue,https://www.imdb.com/title/tt0106079/,tvSeries,7.6,45,1993,"Crime, Drama, Mystery, Thriller",11835,1993-09-21,
474,tt0106014,2015-11-28,2015-11-28,,Goodnight Sweetheart,https://www.imdb.com/title/tt0106014/,tvSeries,7.5,30,1993,"Comedy, Drama, Fantasy, History, Romance, Sci-Fi",2410,1993-11-18,
475,tt0105950,2015-11-28,2015-11-28,,Beavis and Butt-Head,https://www.imdb.com/title/tt0105950/,tvSeries,7.5,15,1993,"Animation, Comedy, Music",27735,1993-03-08,
476,tt0106004,2015-11-28,2015-11-28,,Frasier,https://www.imdb.com/title/tt0106004/,tvSeries,8.1,22,1993,Comedy,73944,1993-09-16,
477,tt0106057,2015-11-28,2015-11-28,,Lois & Clark: The New Adventures of Superman,https://www.imdb.com/title/tt0106057/,tvSeries,6.7,46,1993,"Adventure, Comedy, Drama, Romance, Sci-Fi",21424,1993-09-12,
478,tt1332701,2015-11-28,2015-11-28,,Wo ai wo jia,https://www.imdb.com/title/tt1332701/,tvSeries,8.4,25,1993,"Comedy, Family",203,1993-07-01,
479,tt0105969,2015-11-28,2015-11-28,,Century Falls,https://www.imdb.com/title/tt0105969/,tvMiniSeries,7.3,25,1993,"Fantasy, Thriller",77,1993-02-17,
480,tt0106145,2015-11-28,2015-11-28,,Star Trek: Deep Space Nine,https://www.imdb.com/title/tt0106145/,tvSeries,8.0,45,1993,"Action, Adventure, Drama, Sci-Fi",53357,1993-01-03,
481,tt0105946,2015-11-28,2015-11-28,,Babylon 5,https://www.imdb.com/title/tt0105946/,tvSeries,8.3,45,1993,"Action, Adventure, Drama, Sci-Fi",28119,1993-02-22,
482,tt0108906,2015-11-28,2015-11-28,,Riget,https://www.imdb.com/title/tt0108906/,tvMiniSeries,8.3,561,1994,"Comedy, Drama, Fantasy, Horror, Mystery",16990,1994-11-24,
483,tt0108756,2015-11-28,2015-11-28,,Due South,https://www.imdb.com/title/tt0108756/,tvSeries,8.0,46,1994,"Adventure, Comedy, Crime, Drama",6204,1994-04-23,
484,tt0108693,2015-11-28,2015-11-28,,All-American Girl,https://www.imdb.com/title/tt0108693/,tvSeries,6.6,30,1994,Comedy,376,1994-09-14,
485,tt0108717,2015-11-28,2015-11-28,,Cadfael,https://www.imdb.com/title/tt0108717/,tvSeries,8.2,75,1994,"Crime, Drama, History, Mystery",2257,1994-05-29,
486,tt0108800,2015-11-28,2015-11-28,,Heartbreak High,https://www.imdb.com/title/tt0108800/,tvSeries,7.8,50,1994,"Drama, Romance",2761,1994-02-27,
487,tt0108829,2015-11-28,2015-11-28,,Kommissar Rex,https://www.imdb.com/title/tt0108829/,tvSeries,7.2,45,1994,"Action, Crime, Mystery",5141,1994-11-10,
488,tt0108757,2015-11-28,2015-11-28,,ER,https://www.imdb.com/title/tt0108757/,tvSeries,7.7,44,1994,"Drama, Romance",50877,1994-09-19,
489,tt0108941,2015-11-28,2015-11-28,,The Stand,https://www.imdb.com/title/tt0108941/,tvMiniSeries,7.2,361,1994,"Adventure, Drama, Fantasy, Horror, Sci-Fi",33266,1994-05-08,
490,tt0252792,2015-11-28,2015-11-28,,Tous les gar�ons et les filles de leur �ge...,https://www.imdb.com/title/tt0252792/,tvSeries,7.7,61,1993,Drama,68,1994-10-21,
491,tt0108937,2015-11-28,2015-11-28,,Space Ghost Coast to Coast,https://www.imdb.com/title/tt0108937/,tvSeries,7.9,15,1993,"Animation, Comedy, Sci-Fi, Talk-Show",6139,1994-04-15,
492,tt0108872,2015-11-28,2015-11-28,,My So-Called Life,https://www.imdb.com/title/tt0108872/,tvSeries,8.3,60,1994,"Comedy, Drama, Romance",19078,1994-08-25,
493,tt0108778,2015-11-28,2015-11-28,,Friends,https://www.imdb.com/title/tt0108778/,tvSeries,8.9,22,1994,"Comedy, Romance",830868,1994-09-22,
494,tt0108771,2015-11-28,2015-11-28,,The Fast Show,https://www.imdb.com/title/tt0108771/,tvSeries,8.2,30,1994,Comedy,4231,1994-09-27,
495,tt0108981,2015-11-28,2015-11-28,,The Vicar of Dibley,https://www.imdb.com/title/tt0108981/,tvSeries,8.0,60,1994,Comedy,11972,1994-11-10,
496,tt0108709,2015-11-28,2015-11-28,,Blue Heelers,https://www.imdb.com/title/tt0108709/,tvSeries,6.8,60,1994,"Action, Crime, Drama, Mystery, Romance, Thriller",982,1994-01-18,
497,tt0108740,2015-11-28,2015-11-28,,The Day Today,https://www.imdb.com/title/tt0108740/,tvMiniSeries,8.6,30,1994,Comedy,4813,1994-01-19,
498,tt0108761,2015-11-28,2015-11-28,,Ellen,https://www.imdb.com/title/tt0108761/,tvSeries,6.0,30,1994,"Comedy, Romance",5145,1994-03-29,
499,tt0108780,2015-11-28,2015-11-28,,Frontline,https://www.imdb.com/title/tt0108780/,tvSeries,8.4,30,1994,"Comedy, Drama",1004,1994-05-09,
500,tt0108828,2015-11-28,2015-11-28,,"Knowing Me, Knowing You with Alan Partridge",https://www.imdb.com/title/tt0108828/,tvSeries,8.2,45,1994,Comedy,6080,1994-09-16,
501,tt0115122,2015-11-28,2015-11-28,,Der Bulle von T�lz,https://www.imdb.com/title/tt0115122/,tvSeries,6.4,90,1996,"Comedy, Crime",378,1996-01-14,
502,tt0112178,2015-11-28,2015-11-28,,Star Trek: Voyager,https://www.imdb.com/title/tt0112178/,tvSeries,7.8,44,1995,"Action, Adventure, Sci-Fi",59685,1995-01-10,
503,tt0111890,2015-11-28,2015-11-28,,Band of Gold,https://www.imdb.com/title/tt0111890/,tvSeries,7.9,290,1995,"Crime, Drama",556,1995-03-12,
504,tt0111904,2015-11-28,2015-11-28,,Bugs,https://www.imdb.com/title/tt0111904/,tvSeries,7.2,50,1995,"Action, Crime, Sci-Fi",484,1995-04-01,
505,tt0112230,2015-11-28,2015-11-28,,Xena: Warrior Princess,https://www.imdb.com/title/tt0112230/,tvSeries,6.7,45,1995,"Action, Adventure, Drama, Fantasy",41791,1995-09-04,
506,tt0112167,2015-11-28,2015-11-28,,Sliders,https://www.imdb.com/title/tt0112167/,tvSeries,7.4,60,1995,"Adventure, Fantasy, Sci-Fi",16589,1995-03-22,
507,tt0112086,2015-11-28,2015-11-28,,Murder One,https://www.imdb.com/title/tt0112086/,tvSeries,8.1,60,1995,"Crime, Drama, Mystery, Thriller",2006,1995-09-19,
508,tt0111958,2015-11-28,2015-11-28,,Father Ted,https://www.imdb.com/title/tt0111958/,tvSeries,8.6,25,1995,Comedy,36662,1995-04-21,
509,tt0112004,2015-11-28,2015-11-28,,Hollyoaks,https://www.imdb.com/title/tt0112004/,tvSeries,4.7,30,1995,"Drama, Romance",3906,1995-10-23,
510,tt0111993,2015-11-28,2015-11-28,,Hamish Macbeth,https://www.imdb.com/title/tt0111993/,tvSeries,7.8,60,1995,"Comedy, Crime, Drama, Mystery",1622,1995-03-26,
511,tt0108979,2015-11-28,2015-11-28,,Verbotene Liebe,https://www.imdb.com/title/tt0108979/,tvSeries,5.3,45,1995,"Drama, Romance",598,1995-01-02,
512,tt0112130,2015-11-28,2015-11-28,,Pride and Prejudice,https://www.imdb.com/title/tt0112130/,tvMiniSeries,8.8,327,1995,"Drama, Romance",76347,1995-09-24,
513,tt0115417,2015-11-28,2015-11-28,,Water Rats,https://www.imdb.com/title/tt0115417/,tvSeries,7.0,60,1996,"Action, Crime, Drama, Mystery",749,1996-02-12,
514,tt0115082,2015-11-28,2015-11-28,,3rd Rock from the Sun,https://www.imdb.com/title/tt0115082/,tvSeries,7.7,60,1996,"Comedy, Family, Sci-Fi",47145,1996-01-09,
515,tt0115147,2015-11-28,2015-11-28,,The Daily Show,https://www.imdb.com/title/tt0115147/,tvSeries,8.3,22,1996,"Comedy, News, Talk-Show",45026,1996-07-22,
516,tt0115105,2015-11-28,2015-11-28,,Ballykissangel,https://www.imdb.com/title/tt0115105/,tvSeries,7.4,50,1996,"Comedy, Drama",1359,1996-02-11,
517,tt0147760,2015-11-28,2015-11-28,,Dalziel and Pascoe,https://www.imdb.com/title/tt0147760/,tvSeries,7.3,120,1996,"Crime, Mystery, Drama",2403,1996-03-16,
518,tt0115305,2015-11-28,2015-11-28,,Our Friends in the North,https://www.imdb.com/title/tt0115305/,tvMiniSeries,8.7,623,1996,"Drama, History",1555,1996-01-15,
519,tt0163967,2015-11-28,2015-11-28,,Die Wochenshow,https://www.imdb.com/title/tt0163967/,tvSeries,6.8,45,1996,"Comedy, News",614,1996-04-20,
520,tt0115390,2015-11-28,2015-11-28,,This Life,https://www.imdb.com/title/tt0115390/,tvSeries,8.5,45,1996,Drama,2060,1996-03-18,
521,tt0115286,2015-11-28,2015-11-28,,Never Mind the Buzzcocks,https://www.imdb.com/title/tt0115286/,tvSeries,7.8,30,1996,"Comedy, Game-Show, Music",5236,1996-11-12,
522,tt0476082,2015-11-28,2015-11-28,,La carte aux tr�sors,https://www.imdb.com/title/tt0476082/,tvSeries,5.9,68,1996,Game-Show,8,1996-08-06,
523,tt1566019,2015-11-28,2015-11-28,,Pop-Up Video,https://www.imdb.com/title/tt1566019/,tvSeries,7.8,,1996,Comedy,12,1996-11-16,
524,tt0115270,2015-11-28,2015-11-28,,Millennium,https://www.imdb.com/title/tt0115270/,tvSeries,8.0,45,1996,"Crime, Drama, Horror, Mystery, Sci-Fi, Thriller",10035,1996-10-25,
525,tt0115355,2015-11-28,2015-11-28,,Silent Witness,https://www.imdb.com/title/tt0115355/,tvSeries,7.8,120,1996,"Crime, Drama, Mystery",5943,1996-02-21,
526,tt0172057,2015-11-28,2015-11-28,,Sous le soleil,https://www.imdb.com/title/tt0172057/,tvSeries,5.5,52,1996,"Drama, Romance",513,1996-03-13,
527,tt0115291,2015-11-28,2015-11-28,,The Newsroom,https://www.imdb.com/title/tt0115291/,tvSeries,7.4,22,1996,"Comedy, Drama",467,1996-10-21,
528,tt0118379,2015-11-28,2015-11-28,,La Femme Nikita,https://www.imdb.com/title/tt0118379/,tvSeries,7.5,60,1997,"Action, Drama, Romance, Thriller",9120,1997-01-13,
529,tt0118254,2015-11-28,2015-11-28,,Ally McBeal,https://www.imdb.com/title/tt0118254/,tvSeries,6.8,45,1997,"Comedy, Drama, Fantasy, Music, Romance",30642,1997-09-08,
530,tt0118480,2015-11-28,2015-11-28,,Stargate SG-1,https://www.imdb.com/title/tt0118480/,tvSeries,8.4,44,1997,"Action, Adventure, Drama, Sci-Fi",83898,1997-07-27,
531,tt0118363,2015-11-28,2015-11-28,,Jonathan Creek,https://www.imdb.com/title/tt0118363/,tvSeries,8.1,120,1997,"Comedy, Crime, Drama, Mystery",6597,1997-05-10,
532,tt0118273,2015-11-28,2015-11-28,,Brass Eye,https://www.imdb.com/title/tt0118273/,tvSeries,8.6,25,1997,Comedy,9652,1997-01-29,
533,tt0118401,2015-11-28,2015-11-28,,Midsomer Murders,https://www.imdb.com/title/tt0118401/,tvSeries,7.7,90,1997,"Crime, Drama, Mystery",24165,1997-03-23,
534,tt0118276,2015-11-28,2015-11-28,,Buffy the Vampire Slayer,https://www.imdb.com/title/tt0118276/,tvSeries,8.2,44,1997,"Action, Drama, Fantasy, Romance",131202,1996-06-01,
535,tt0280342,2015-11-28,2015-11-28,,"Un gars, une fille",https://www.imdb.com/title/tt0280342/,tvSeries,7.8,26,1997,Comedy,605,1997-05-01,
536,tt0145046,2015-11-28,2015-11-28,,Little Dieter Needs to Fly,https://www.imdb.com/title/tt0145046/,movie,8.0,80,1997,"Documentary, Biography, Drama, War",5806,1997-08-29,Werner Herzog
537,tt0118421,2015-11-28,2015-11-28,,Oz,https://www.imdb.com/title/tt0118421/,tvSeries,8.7,55,1997,"Crime, Drama, Thriller",89109,1997-07-12,
538,tt0118375,2015-11-28,2015-11-28,,King of the Hill,https://www.imdb.com/title/tt0118375/,tvSeries,7.3,30,1997,"Animation, Comedy, Drama",45685,1997-01-12,
539,tt0121955,2015-11-28,2015-11-28,,South Park,https://www.imdb.com/title/tt0121955/,tvSeries,8.7,22,1997,"Animation, Comedy",332010,1997-05-02,
540,tt0168596,2015-11-28,2015-11-28,,Cold Feet,https://www.imdb.com/title/tt0168596/,tvSeries,8.2,45,1997,"Comedy, Drama, Romance",3952,1997-03-30,
541,tt0118300,2015-11-28,2015-11-28,,Dawson's Creek,https://www.imdb.com/title/tt0118300/,tvSeries,6.6,60,1998,"Drama, Romance",36412,1998-01-20,
542,tt0163924,2015-11-28,2015-11-28,,All Saints,https://www.imdb.com/title/tt0163924/,tvSeries,7.0,60,1998,Drama,1185,1998-02-24,
543,tt0169501,2015-11-28,2015-11-28,,Ultraviolet,https://www.imdb.com/title/tt0169501/,tvMiniSeries,7.9,300,1998,"Horror, Sci-Fi, Thriller",2527,1998-09-15,
544,tt0165598,2015-11-28,2015-11-28,,That '70s Show,https://www.imdb.com/title/tt0165598/,tvSeries,8.1,22,1998,"Comedy, Romance",154455,1998-08-23,
545,tt0129686,2015-11-28,2015-11-28,,Hornblower: The Even Chance,https://www.imdb.com/title/tt0129686/,tvMovie,8.2,93,1998,"Adventure, Drama, War",5171,1998-10-07,Andrew Grieve
546,tt0137305,2015-11-28,2015-11-28,,Goodness Gracious Me,https://www.imdb.com/title/tt0137305/,tvSeries,8.3,45,1998,Comedy,1073,1998-01-12,
547,tt0161140,2015-11-28,2015-11-28,,Dinnerladies,https://www.imdb.com/title/tt0161140/,tvSeries,7.7,34,1998,Comedy,1938,1998-11-12,
548,tt0158552,2015-11-28,2015-11-28,,Charmed,https://www.imdb.com/title/tt0158552/,tvSeries,7.1,42,1998,"Drama, Fantasy, Mystery",75631,1998-10-07,
549,tt0159206,2015-11-28,2015-11-28,,Sex and the City,https://www.imdb.com/title/tt0159206/,tvSeries,7.1,30,1998,"Comedy, Drama, Romance",107292,1998-06-06,
550,tt0166064,2015-11-28,2015-11-28,,Who Wants to Be a Millionaire,https://www.imdb.com/title/tt0166064/,tvSeries,6.1,60,1998,Game-Show,1926,1998-09-04,
551,tt0168326,2015-11-28,2015-11-28,,Cupid,https://www.imdb.com/title/tt0168326/,tvSeries,7.7,60,1998,"Comedy, Fantasy, Romance",1044,1998-09-26,
552,tt0129711,2015-11-28,2015-11-28,,The Royle Family,https://www.imdb.com/title/tt0129711/,tvSeries,8.1,45,1998,Comedy,6551,1998-09-14,
553,tt0165961,2015-11-28,2015-11-28,,Sports Night,https://www.imdb.com/title/tt0165961/,tvSeries,8.2,30,1998,"Comedy, Drama, Sport",7386,1998-09-22,
554,tt0157246,2015-11-28,2015-11-28,,Will & Grace,https://www.imdb.com/title/tt0157246/,tvSeries,7.2,22,1998,"Comedy, Romance",50990,1998-09-21,
555,tt0203248,2015-11-28,2015-11-28,,Bad Girls,https://www.imdb.com/title/tt0203248/,tvSeries,7.9,90,1999,"Crime, Drama",1910,1999-06-01,
556,tt0194624,2015-11-28,2015-11-28,,Strangers with Candy,https://www.imdb.com/title/tt0194624/,tvSeries,8.0,22,1999,Comedy,5416,1999-03-11,
557,tt0215510,2015-11-28,2015-11-28,,All stars: De serie,https://www.imdb.com/title/tt0215510/,tvSeries,7.6,30,1999,"Comedy, Drama, Sport",680,1999-09-10,
558,tt0182576,2015-11-28,2015-11-28,,Family Guy,https://www.imdb.com/title/tt0182576/,tvSeries,8.1,22,1999,"Animation, Comedy",305093,1999-01-31,
559,tt0920489,2015-11-28,2015-11-28,,Il commissario Montalbano,https://www.imdb.com/title/tt0920489/,tvSeries,8.3,95,1999,"Crime, Drama, Mystery",3003,1999-05-06,
560,tt0184135,2015-11-28,2015-11-28,,The League of Gentlemen,https://www.imdb.com/title/tt0184135/,tvSeries,8.4,60,1999,"Comedy, Horror",10163,1999-01-11,
561,tt0184157,2015-11-28,2015-11-28,,Shooting the Past,https://www.imdb.com/title/tt0184157/,tvMovie,8.5,182,1999,"Drama, History",1148,1999-01-10,Stephen Poliakoff
562,tt0162065,2015-11-28,2015-11-28,,Angel,https://www.imdb.com/title/tt0162065/,tvSeries,7.9,44,1999,"Action, Drama, Fantasy, Thriller",64691,1999-10-05,
563,tt0200276,2015-11-28,2015-11-28,,The West Wing,https://www.imdb.com/title/tt0200276/,tvSeries,8.8,44,1999,Drama,65038,1999-09-22,
564,tt0185102,2015-11-28,2015-11-28,,Queer as Folk,https://www.imdb.com/title/tt0185102/,tvSeries,8.2,48,1999,Drama,5972,1999-02-23,
565,tt0141842,2015-11-28,2015-11-28,,The Sopranos,https://www.imdb.com/title/tt0141842/,tvSeries,9.2,55,1999,"Crime, Drama",303562,1999-01-10,
566,tt0251497,2015-11-28,2015-11-28,,Big Brother,https://www.imdb.com/title/tt0251497/,tvSeries,5.4,44,2000,"Game-Show, Reality-TV",9685,2000-07-05,
567,tt0167599,2015-11-28,2015-11-28,,Gimme Gimme Gimme,https://www.imdb.com/title/tt0167599/,tvSeries,7.4,34,1999,Comedy,2331,1999-01-08,
568,tt0201391,2015-11-28,2015-11-28,,Roswell,https://www.imdb.com/title/tt0201391/,tvSeries,7.5,42,1999,"Drama, Mystery, Sci-Fi, Thriller",27271,1999-10-04,
569,tt0149460,2015-11-28,2015-11-28,,Futurama,https://www.imdb.com/title/tt0149460/,tvSeries,8.4,22,1999,"Animation, Comedy, Sci-Fi",213318,1999-03-28,
570,tt0187636,2015-11-28,2015-11-28,,Farscape,https://www.imdb.com/title/tt0187636/,tvSeries,8.2,50,1999,"Action, Adventure, Drama, Sci-Fi",33501,1999-03-19,
571,tt0193676,2015-11-28,2015-11-28,,Freaks and Geeks,https://www.imdb.com/title/tt0193676/,tvSeries,8.8,44,1999,"Comedy, Drama",129824,1999-09-25,
572,tt0233127,2015-11-28,2015-11-28,,"Yo soy Betty, la fea",https://www.imdb.com/title/tt0233127/,tvSeries,8.2,30,1999,"Comedy, Drama, Romance",2523,1999-10-25,
573,tt0202765,2015-11-28,2015-11-28,,Terra Nostra,https://www.imdb.com/title/tt0202765/,tvSeries,6.8,60,1999,"Drama, Romance",621,1999-09-20,
574,tt0187664,2015-11-28,2015-11-28,,Spaced,https://www.imdb.com/title/tt0187664/,tvSeries,8.5,25,1999,"Action, Comedy",50668,1999-09-24,
575,tt0214382,2015-11-28,2015-11-28,,Walking with Dinosaurs,https://www.imdb.com/title/tt0214382/,tvMiniSeries,8.5,30,1999,"Documentary, Animation, History",5460,1999-10-04,
576,tt0231012,2015-11-28,2015-11-28,,At Home with the Braithwaites,https://www.imdb.com/title/tt0231012/,tvSeries,7.1,,2000,"Drama, Comedy",1149,2000-01-20,
577,tt0257315,2015-11-28,2015-11-28,,My Family,https://www.imdb.com/title/tt0257315/,tvSeries,7.5,50,2000,Comedy,8765,2000-09-19,
578,tt0224853,2015-11-28,2015-11-28,,The Corner,https://www.imdb.com/title/tt0224853/,tvMiniSeries,8.6,376,2000,"Crime, Drama",4507,2000-04-16,
579,tt0239195,2015-11-28,2015-11-28,,Survivor,https://www.imdb.com/title/tt0239195/,tvSeries,7.2,60,2000,"Adventure, Game-Show, Reality-TV",21948,2000-05-31,
580,tt0247082,2015-11-28,2015-11-28,,CSI: Crime Scene Investigation,https://www.imdb.com/title/tt0247082/,tvSeries,7.6,60,2000,"Crime, Drama, Mystery, Thriller",77160,2000-10-06,
581,tt0243183,2015-11-28,2015-11-28,,Clocking Off,https://www.imdb.com/title/tt0243183/,tvSeries,7.6,55,2000,Drama,332,2000-01-23,
582,tt0262150,2015-11-28,2015-11-28,,Black Books,https://www.imdb.com/title/tt0262150/,tvSeries,8.5,25,2000,Comedy,54480,2000-09-29,
583,tt0262985,2015-11-28,2015-11-28,,Queer as Folk,https://www.imdb.com/title/tt0262985/,tvSeries,8.3,47,2000,"Drama, Romance",18788,1999-02-23,
584,tt0259733,2015-11-28,2015-11-28,,Waking the Dead,https://www.imdb.com/title/tt0259733/,tvSeries,7.8,100,2000,"Crime, Drama, Mystery",5024,2000-09-04,
585,tt0264263,2015-11-28,2015-11-28,,Jackass,https://www.imdb.com/title/tt0264263/,tvSeries,7.3,535,2000,"Action, Comedy, Reality-TV",21672,2000-04-12,
586,tt0212671,2015-11-28,2015-11-28,,Malcolm in the Middle,https://www.imdb.com/title/tt0212671/,tvSeries,8.0,22,2000,"Comedy, Family",117868,2000-01-09,
587,tt0220261,2015-11-28,2015-11-28,,Rejseholdet,https://www.imdb.com/title/tt0220261/,tvSeries,8.2,75,2000,"Action, Crime, Drama, Mystery, Thriller",3165,2000-10-01,
588,tt0237123,2015-11-28,2015-11-28,,Coupling,https://www.imdb.com/title/tt0237123/,tvSeries,8.5,30,2000,"Comedy, Romance",42982,2000-05-12,
589,tt0238784,2015-11-28,2015-11-28,,Gilmore Girls,https://www.imdb.com/title/tt0238784/,tvSeries,8.1,44,2000,"Comedy, Drama",101528,2000-10-05,
590,tt0264235,2015-11-28,2015-11-28,,Curb Your Enthusiasm,https://www.imdb.com/title/tt0264235/,tvSeries,8.7,28,2000,Comedy,103181,2000-10-15,
591,tt0285333,2015-11-28,2015-11-28,,Alias,https://www.imdb.com/title/tt0285333/,tvSeries,7.6,42,2001,"Action, Drama, Mystery, Sci-Fi, Thriller",45564,2001-09-30,
592,tt0281447,2015-11-28,2015-11-28,,A Grande Fam�lia,https://www.imdb.com/title/tt0281447/,tvSeries,7.6,30,2001,Comedy,1035,2001-03-29,
593,tt0285335,2015-11-28,2015-11-28,,The Amazing Race,https://www.imdb.com/title/tt0285335/,tvSeries,7.6,60,2001,"Adventure, Family, Game-Show, Reality-TV",13462,2001-09-05,
594,tt0285331,2015-11-28,2015-11-28,,24,https://www.imdb.com/title/tt0285331/,tvSeries,8.3,44,2001,"Action, Crime, Drama, Thriller",172004,2001-11-06,
595,tt0279600,2015-11-28,2015-11-28,,Smallville,https://www.imdb.com/title/tt0279600/,tvSeries,7.5,60,2001,"Adventure, Drama, Romance, Sci-Fi",116581,2001-05-16,
596,tt0295071,2015-11-28,2015-11-28,,Bob & Rose,https://www.imdb.com/title/tt0295071/,tvSeries,7.7,47,2001,"Comedy, Drama, Romance",443,2001-09-10,
597,tt0296310,2015-11-28,2015-11-28,,The Blue Planet,https://www.imdb.com/title/tt0296310/,tvMiniSeries,9.0,389,2001,Documentary,35077,2001-09-12,
598,tt0185906,2015-11-28,2015-11-28,,Band of Brothers,https://www.imdb.com/title/tt0185906/,tvMiniSeries,9.4,594,2001,"Action, Drama, History, War",377834,2001-09-09,
599,tt0292414,2015-11-28,2015-11-28,,McLeod's Daughters,https://www.imdb.com/title/tt0292414/,tvSeries,7.2,45,2001,"Drama, Romance, Western",4960,2001-08-08,
600,tt0256019,2015-11-28,2015-11-28,,Perfect Strangers,https://www.imdb.com/title/tt0256019/,tvMiniSeries,8.0,238,2001,"Comedy, Drama",1325,2001-05-10,
601,tt0285403,2015-11-28,2015-11-28,,Scrubs,https://www.imdb.com/title/tt0285403/,tvSeries,8.3,22,2001,"Comedy, Drama",236791,2001-10-02,
602,tt0248654,2015-11-28,2015-11-28,,Six Feet Under,https://www.imdb.com/title/tt0248654/,tvSeries,8.7,55,2001,"Comedy, Drama",121458,2001-06-03,
603,tt0296318,2015-11-28,2015-11-28,,Cam�ra caf�,https://www.imdb.com/title/tt0296318/,tvSeries,6.5,7,2001,Comedy,845,2001-09-29,
604,tt0280330,2015-11-28,2015-11-28,,Teachers,https://www.imdb.com/title/tt0280330/,tvSeries,7.8,50,2001,"Comedy, Drama",3227,2001-03-21,
605,tt0231048,2015-11-28,2015-11-28,,That Peter Kay Thing,https://www.imdb.com/title/tt0231048/,tvMiniSeries,7.6,30,2000,Comedy,1472,2000-01-12,
606,tt0289825,2015-11-28,2015-11-28,,The Secret Life of Us,https://www.imdb.com/title/tt0289825/,tvSeries,7.6,60,2001,Drama,967,2001-07-16,
607,tt0290978,2015-11-28,2015-11-28,,The Office,https://www.imdb.com/title/tt0290978/,tvSeries,8.5,30,2001,"Comedy, Drama",99228,2001-07-09,
608,tt0303461,2015-11-28,2015-11-28,,Firefly,https://www.imdb.com/title/tt0303461/,tvSeries,9.0,44,2002,"Adventure, Drama, Sci-Fi",244279,2002-09-20,
609,tt0302103,2015-11-28,2015-11-28,,Footballers' Wives,https://www.imdb.com/title/tt0302103/,tvSeries,6.4,49,2002,Drama,1501,2002-01-08,
610,tt0312097,2015-11-28,2015-11-28,,"Berlin, Berlin",https://www.imdb.com/title/tt0312097/,tvSeries,7.5,25,2002,"Comedy, Drama, Romance",719,2002-03-05,
611,tt0337792,2015-11-28,2015-11-28,,Wire in the Blood,https://www.imdb.com/title/tt0337792/,tvSeries,8.3,69,2002,"Crime, Drama, Mystery, Thriller",7288,2002-07-12,
612,tt0310455,2015-11-28,2015-11-28,,Foyle's War,https://www.imdb.com/title/tt0310455/,tvSeries,8.4,90,2002,"Crime, Drama, Mystery, War",12728,2002-10-27,
613,tt0286486,2015-11-28,2015-11-28,,The Shield,https://www.imdb.com/title/tt0286486/,tvSeries,8.7,47,2002,"Crime, Drama, Thriller",72254,2002-03-12,
614,tt0324264,2015-11-28,2015-11-28,,Tipping the Velvet,https://www.imdb.com/title/tt0324264/,tvMiniSeries,7.7,177,2002,"Drama, Romance",7521,2002-10-09,
615,tt0395057,2015-11-28,2015-11-28,,Gyeoul yeonga,https://www.imdb.com/title/tt0395057/,tvSeries,8.1,60,2002,Romance,984,2002-01-14,
616,tt0312172,2015-11-28,2015-11-28,,Monk,https://www.imdb.com/title/tt0312172/,tvSeries,8.0,44,2002,"Comedy, Crime, Drama, Mystery",65606,2002-07-12,
617,tt0306414,2015-11-28,2015-11-28,,The Wire,https://www.imdb.com/title/tt0306414/,tvSeries,9.3,59,2002,"Crime, Drama, Thriller",286409,2002-06-02,
618,tt0321021,2015-11-28,2015-11-28,,Without a Trace,https://www.imdb.com/title/tt0321021/,tvSeries,6.9,60,2002,"Crime, Drama, Mystery, Thriller",18172,2002-06-18,
619,tt0364801,2015-11-28,2015-11-28,,Cidade dos Homens,https://www.imdb.com/title/tt0364801/,tvSeries,8.3,30,2002,"Comedy, Crime, Drama",2763,2002-10-15,
620,tt0374460,2015-11-28,2015-11-28,,Takeshi's Castle,https://www.imdb.com/title/tt0374460/,tvSeries,8.2,,2002,"Action, Adventure, Comedy, Family, Game-Show",1527,2002-11-09,
621,tt0338616,2015-11-28,2015-11-28,,"I'm a Celebrity, Get Me Out of Here!",https://www.imdb.com/title/tt0338616/,tvSeries,5.9,60,2002,"Adventure, Comedy, Reality-TV",2712,2002-08-25,
622,tt0313038,2015-11-28,2015-11-28,,The Bachelor,https://www.imdb.com/title/tt0313038/,tvSeries,3.2,60,2002,"Drama, Game-Show, Reality-TV, Romance",6347,2002-03-25,
623,tt0358323,2015-11-28,2015-11-28,,Look Around You,https://www.imdb.com/title/tt0358323/,tvSeries,8.4,30,2002,Comedy,2497,2002-10-10,
624,tt0306370,2015-11-28,2015-11-28,,The Osbournes,https://www.imdb.com/title/tt0306370/,tvSeries,5.6,22,2002,"Comedy, Music, Reality-TV",3384,2002-03-05,
625,tt0160904,2015-11-28,2015-11-28,,Spooks,https://www.imdb.com/title/tt0160904/,tvSeries,8.2,60,2002,"Action, Crime, Drama, Mystery, Thriller",14550,2002-05-13,
626,tt0272397,2015-11-28,2015-11-28,,Kath & Kim,https://www.imdb.com/title/tt0272397/,tvSeries,8.3,26,2002,Comedy,3382,2002-05-16,
627,tt1628033,2015-11-28,2015-11-28,,Top Gear,https://www.imdb.com/title/tt1628033/,tvSeries,8.7,60,2002,"Adventure, Comedy, Reality-TV, Talk-Show",109069,2002-10-20,
628,tt0281491,2015-11-28,2015-11-28,,Still Game,https://www.imdb.com/title/tt0281491/,tvSeries,8.8,30,2002,Comedy,6131,2002-09-06,
